name,country,city,businessType
TEMA AUTOMATIZACIJA U INDUSTRIJI DOO,Croatia,PULA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
INSTITUT DRUSTVENIH ZNANOSTI IVO PILAR,Croatia,ZAGREB,Higher or Secondary Education Establishments
"SVEUCILISTE JOSIPA JURJA STROSSMAYERA U OSIJEKU, FAKULTET AGROBIOTEHNICKIH ZNANOSTI OSIJEK",Croatia,OSIJEK,Higher or Secondary Education Establishments
IRENA - ISTARSKA REGIONALNA ENERGETSKA AGENCIJA ZA ENERGETSKE DJELATNOSTI DOO,Croatia,LABIN,Other
"INETEC-INSTITUT ZA NUKLEARNU TEHNOLOGIJU DRUSTVO S OGRANICENOM ODGOVORNOSCU ZA ISTRAZIVACKO RAZVOJNE I KONSULTING USLUGE, PROIZVODNJU I TRGOVINU",Croatia,ZAGREB,Private for-profit entities (excluding Higher or Secondary Education Establishments)
CENTAR KOMPETENCIJA DOO ZA ISTRAZIVANJE I RAZVOJ,Croatia,VINKOVCI,Research Organisations
HEP - ESCO DOO ZA VODENJE I FINANCIRANJE PROJEKATA ENERGETSKE UCINKOVITOSTI,Croatia,ZAGREB,Private for-profit entities (excluding Higher or Secondary Education Establishments)
SVEUCILISTE U ZAGREBU ARHITEKTONSKI FAKULTET,Croatia,ZAGREB,Higher or Secondary Education Establishments
UDRUGA ZELENE I PLAVE SESVETE,Croatia,SESVETE,Other
ZAVOD ZA PROSTORNO UREDENJE GRADA ZAGREBA,Croatia,ZAGREB GRAD ZAGRED,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
KOMFOR KLIMA GRUPA DOO ZA PROIZVODNJU TRGOVINU I USLUGE,Croatia,SAMOBOR,Private for-profit entities (excluding Higher or Secondary Education Establishments)
PARTICULA GROUP DRUSTVO S OGRANICENOM ODGOVORNOSCU ZA USLUGE,Croatia,RIJEKA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
TERA TEHNOPOLIS DOO ZA PROMICANJE NOVIH TEHNOLOGIJA INOVACIJA I PODUZETNISTVA,Croatia,OSIJEK,Research Organisations
RIMAC AUTOMOBILI DOO ZA PROIZVODNJUAUTOMOBILA,Croatia,SVETA NADELJA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
DOM ZDRAVLJA ZAGREB - CENTAR,Croatia,ZAGREB,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
HRVATSKI SAVJET ZA ZELENU GRADNJU,Croatia,ZAGREB,Other
FOXY DOO ZA TRGOVINU I USLUGE,Croatia,SPLIT,Private for-profit entities (excluding Higher or Secondary Education Establishments)
DRZAVNI ZAVOD ZA INTELEKTUALNO VLASNISTVO,Croatia,ZAGREB,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
"SVEUCILISTE U RIJECI, GRADEVINSKI FAKULTET U RIJECI",Croatia,RIJEKA,Higher or Secondary Education Establishments
GALEB DALMATINSKA TRIKOTAZA DIONICKO DRUSTVO,Croatia,OMIS (GRAD OMIS),Private for-profit entities (excluding Higher or Secondary Education Establishments)
KLINIKA ZA INFEKTIVNE BOLESTI DR. FRAN MIHALJEVIC,Croatia,Zagreb,Research Organisations
SVEUCILISTE U ZAGREBU KINEZIOLOSKIFAKULTET,Croatia,ZAGREB,Higher or Secondary Education Establishments
PRIMORSKO - GORANSKA ZUPANIJA,Croatia,RIJEKA,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
